Rank,Player,Avg Pick,Team,Pos,UID
41,Sammy Watkins,49.82,LAR,WR,SammyWatkins41
42,Golden Tate,51.55,DET,WR,GoldenTate42
43,Greg Olsen,52.58,CAR,TE,GregOlsen43
44,Mark Ingram,56.25,NOS,RB,MarkIngram44
45,Stefon Diggs,56.42,MIN,WR,StefonDiggs45
46,Martavis Bryant,57.10,PIT,WR,MartavisBryant46
47,Larry Fitzgerald,57.75,ARI,WR,LarryFitzgerald47
48,Matt Ryan,58.41,ATL,QB,MattRyan48
49,C.J. Anderson,59.84,DEN,RB,CJAnderson49
50,Kelvin Benjamin,61.12,BUF,WR,KelvinBenjamin50
51,Russell Wilson,63.74,SEA,QB,RussellWilson51
52,Ameer Abdullah,63.93,DET,RB,AmeerAbdullah52
53,Jimmy Graham,64.99,SEA,TE,JimmyGraham53
54,Jamison Crowder,67.23,WAS,WR,JamisonCrowder54
55,Tevin Coleman,69.09,ATL,RB,TevinColeman55
56,Emmanuel Sanders,69.61,DEN,WR,EmmanuelSanders56
57,Keelan Cole,72.15,JAC,WR,KeelanCole57
58,Bilal Powell,73.42,NYJ,RB,BilalPowell58
59,Kareem Hunt,73.65,KCC,RB,KareemHunt59
60,DeVante Parker,75.89,MIA,WR,DeVanteParker60
61,Willie Snead,76.24,NOS,WR,WillieSnead61
62,Derek Carr,77.28,OAK,QB,DerekCarr62
63,Derrick Henry,78.29,TEN,RB,DerrickHenry63
64,Nick Foles,79.04,PHI,QB,NickFoles64
65,Jameis Winston,79.38,TBB,QB,JameisWinston65
66,Cam Newton,79.52,CAR,QB,CamNewton66
67,Mike Gillislee,80.62,NEP,RB,MikeGillislee67
68,Doug Martin,80.92,TBB,RB,DougMartin68
69,Danny Woodhead,81.87,BAL,RB,DannyWoodhead69
70,Marcus Mariota,83.90,TEN,QB,MarcusMariota70
71,Donte Moncrief,84.55,IND,WR,DonteMoncrief71
72,Kyle Rudolph,84.62,MIN,TE,KyleRudolph72
74,Delanie Walker,87.03,TEN,TE,DelanieWalker74
75,DeSean Jackson,87.91,TBB,WR,DeSeanJackson75
76,Zach Ertz,88.52,PHI,TE,ZachErtz76
77,Kirk Cousins,89.06,WAS,QB,KirkCousins77
78,Eddie Lacy,89.65,SEA,RB,EddieLacy78
79,Paul Perkins,89.71,NYG,RB,PaulPerkins79
80,Randall Cobb,89.84,GBP,WR,RandallCobb80
81,Ben Roethlisberger,92.24,PIT,QB,BenRoethlisberger81
82,LeGarrette Blount,97.10,PHI,RB,LeGarretteBlount82
83,Dak Prescott,97.12,DAL,QB,DakPrescott83
84,Corey Davis,98.00,TEN,WR,CoreyDavis84
85,Frank Gore,98.49,IND,RB,FrankGore85
86,Theo Riddick,99.32,DET,RB,TheoRiddick86
87,Jeremy Maclin,99.76,BAL,WR,JeremyMaclin87
88,Eric Decker,101.32,TEN,WR,EricDecker88
90,Tyrell Williams,103.25,LAC,WR,TyrellWilliams90
91,Corey Coleman,105.40,CLE,WR,CoreyColeman91
92,Matthew Stafford,107.27,DET,QB,MatthewStafford92
93,Adam Thielen,107.89,MIN,WR,AdamThielen93
95,Philip Rivers,110.38,LAC,QB,PhilipRivers95
96,Duke Johnson,113.34,CLE,RB,DukeJohnson96
97,John Brown,113.77,ARI,WR,JohnBrown97
98,Eric Ebron,116.10,DET,TE,EricEbron98
100,Terrance West,118.76,BAL,RB,TerranceWest100
101,Marvin Jones,119.85,DET,WR,MarvinJones101
102,Samaje Perine,119.88,WAS,RB,SamajePerine102
104,Rishard Matthews,123.21,TEN,WR,RishardMatthews104
105,Jack Doyle,123.77,IND,TE,JackDoyle105
107,Andy Dalton,124.05,CIN,QB,AndyDalton107
108,Kenny Britt,124.08,NEP,WR,KennyBritt108
109,James White,125.03,NEP,RB,JamesWhite109
110,Eli Manning,126.18,NYG,QB,EliManning110
112,Mike Wallace,127.74,BAL,WR,MikeWallace112
113,Jonathan Stewart,127.97,CAR,RB,JonathanStewart113
114,Alvin Kamara,128.83,NOS,RB,AlvinKamara114
115,Thomas Rawls,129.31,SEA,RB,ThomasRawls115
116,Darren McFadden,130.67,FA,RB,DarrenMcFadden116
119,Ted Ginn Jr.,132.53,NOS,WR,TedGinnJr119
121,Tyrod Taylor,134.32,BUF,QB,TyrodTaylor121
122,Latavius Murray,135.32,MIN,RB,LataviusMurray122
123,Josh Doctson,136.73,WAS,WR,JoshDoctson123
124,Austin Hooper,137.65,ATL,TE,AustinHooper124
126,Carson Palmer,139.90,ARI,QB,CarsonPalmer126
127,Sterling Shepard,140.81,NYG,WR,SterlingShepard127
128,Chris Hogan,140.91,NEP,WR,ChrisHogan128
131,Blake Bortles,144.33,JAC,QB,BlakeBortles131
132,Jason Witten,144.47,DAL,TE,JasonWitten132
134,Jerick McKinnon,146.79,MIN,RB,JerickMcKinnon134
135,Danny Amendola,146.90,NEP,WR,DannyAmendola135
137,Jamaal Williams,148.20,GBP,RB,JamaalWilliams137
138,Zay Jones,149.23,BUF,WR,ZayJones138
139,Jamaal Charles,150.15,DEN,RB,JamaalCharles139
143,Giovani Bernard,151.45,CIN,RB,GiovaniBernard143
144,Rex Burkhead,152.70,NEP,RB,RexBurkhead144
145,Tyler Lockett,153.00,SEA,WR,TylerLockett145
146,Albert Wilson,153.76,KCC,WR,AlbertWilson146
147,Jacquizz Rodgers,154.23,TBB,RB,JacquizzRodgers147
148,Robert Woods,154.38,LAR,WR,RobertWoods148
151,Evan Engram,157.58,NYG,TE,EvanEngram151
152,Joe Flacco,157.66,BAL,QB,JoeFlacco152
153,Alex Smith,158.05,WAS,QB,AlexSmith153
154,Breshad Perriman,158.93,BAL,WR,BreshadPerriman154
155,Cameron Brate,158.97,TBB,TE,CameronBrate155
156,Cooper Kupp,159.33,LAR,WR,CooperKupp156
157,Cole Beasley,159.77,DAL,WR,ColeBeasley157
159,Mike Williams,160.87,LAC,WR,MikeWilliams159
160,Sam Bradford,162.93,MIN,QB,SamBradford160
161,Dion Lewis,163.54,NEP,RB,DionLewis161
162,Marqise Lee,163.68,JAC,WR,MarqiseLee162
163,Jay Cutler,164.37,MIA,QB,JayCutler163
166,Mohamed Sanu,165.58,ATL,WR,MohamedSanu166
167,Dede Westbrook,165.70,JAC,WR,DedeWestbrook167
168,Jonathan Williams,166.19,NOS,RB,JonathanWilliams168
169,David Njoku,166.52,CLE,TE,DavidNjoku169
170,Taylor Gabriel,166.91,ATL,WR,TaylorGabriel170
171,Will Fuller,167.33,HOU,WR,WillFuller171
174,JuJu Smith-Schuster,168.32,PIT,WR,JuJuSmithSchuster174
175,Marlon Mack,168.79,IND,RB,MarlonMack175
177,Kenny Stills,170.52,MIA,WR,KennyStills177
178,Jared Goff,171.43,LAR,QB,JaredGoff178
182,Robby Anderson,175.43,NYJ,WR,RobbyAnderson182
183,Kenny Golladay,175.78,DET,WR,KennyGolladay183
185,Devin Funchess,176.97,CAR,WR,DevinFunchess185
187,Jesse James,177.68,PIT,TE,JesseJames187
188,Nelson Agholor,179.64,PHI,WR,NelsonAgholor188
189,Allen Hurns,180.28,JAC,WR,AllenHurns189
190,Jared Cook,180.43,OAK,TE,JaredCook190
191,Ladarius Green,180.51,FA,TE,LadariusGreen191
193,Charles Clay,182.92,BUF,TE,CharlesClay193
195,DeAndre Washington,184.03,OAK,RB,DeAndreWashington195
196,Tavon Austin,184.60,LAR,WR,TavonAustin196
197,J.J. Nelson,184.75,ARI,WR,JJNelson197
198,Antonio Gates,184.83,LAC,TE,AntonioGates198
200,Brian Hoyer,188.59,NEP,QB,BrianHoyer200
201,Brandon Coleman,190.09,NOS,WR,BrandonColeman201
202,Wendell Smallwood,190.15,PHI,RB,WendellSmallwood202
203,Shane Vereen,191.26,NYG,RB,ShaneVereen203
204,Dwayne Allen,191.52,NEP,TE,DwayneAllen204
205,Charles Sims,192.13,TBB,RB,CharlesSims205
207,Charcandrick West,192.82,KCC,RB,CharcandrickWest207
208,DeShone Kizer,194.19,CLE,QB,DeShoneKizer208
209,Vance McDonald,194.24,PIT,TE,VanceMcDonald209
210,T.J. Yeldon,194.41,JAC,RB,TJYeldon210
212,Devontae Booker,199.15,DEN,RB,DevontaeBooker212
213,Josh Gordon,201.40,CLE,WR,JoshGordon213
214,Laquon Treadwell,201.49,MIN,WR,LaquonTreadwell214
215,Dennis Pitta,201.51,FA,TE,DennisPitta215
216,Kendall Wright,202.03,CHI,WR,KendallWright216
218,Mitchell Trubisky,203.43,CHI,QB,MitchellTrubisky218
220,Torrey Smith,203.78,PHI,WR,TorreySmith220
221,Austin Seferian-Jenkins,205.26,NYJ,TE,AustinSeferianJenkins221
223,Jimmy Garoppolo,206.37,SFO,QB,JimmyGaroppolo223
224,Tyler Higbee,207.02,LAR,TE,TylerHigbee224
225,Mike Glennon,207.20,CHI,QB,MikeGlennon225
227,Patrick Mahomes,208.01,KCC,QB,PatrickMahomes227
228,Jalen Richard,208.15,OAK,RB,JalenRichard228
230,Gerald Everett,209.01,LAR,TE,GeraldEverett230
231,Jeremy McNichols,210.64,SFO,RB,JeremyMcNichols231
232,Chris Godwin,211.43,TBB,WR,ChrisGodwin232
233,Anquan Boldin,211.63,FA,WR,AnquanBoldin233
236,Tarik Cohen,212.60,CHI,RB,TarikCohen236
237,Phillip Dorsett,212.73,NEP,WR,PhillipDorsett237
238,Paul Richardson,212.88,SEA,WR,PaulRichardson238
239,Paxton Lynch,213.41,DEN,QB,PaxtonLynch239
240,Tyler Boyd,215.31,CIN,WR,TylerBoyd240
241,Alfred Morris,217.37,DAL,RB,AlfredMorris241
242,Eli Rogers,217.81,PIT,WR,EliRogers242
243,Chris Ivory,219.15,JAC,RB,ChrisIvory243
244,Matt Breida,219.63,SFO,RB,MattBreida244
245,Adam Shaheen,219.81,CHI,TE,AdamShaheen245
246,Wayne Gallman,219.88,NYG,RB,WayneGallman246
248,Marquise Goodwin,220.24,SFO,WR,MarquiseGoodwin248
249,Travis Benjamin,220.35,LAC,WR,TravisBenjamin249
251,ArDarius Stewart,221.20,NYJ,WR,ArDariusStewart251
252,Aaron Jones,222.50,GBP,RB,AaronJones252
253,Brandon LaFell,222.94,CIN,WR,BrandonLaFell253
254,De'Angelo Henderson,223.65,DEN,RB,DeAngeloHenderson254
255,Kamar Aiken,224.89,IND,WR,KamarAiken255
259,Ben Watson,227.39,BAL,TE,BenWatson259
260,Kenyan Drake,227.75,MIA,RB,KenyanDrake260
261,Gary Barnidge,227.77,FA*,TE,GaryBarnidge261
262,Taywan Taylor,228.97,TEN,WR,TaywanTaylor262
263,George Kittle,229.20,SFO,TE,GeorgeKittle263
265,Vernon Davis,231.82,WAS,TE,VernonDavis265
267,Terrance Williams,232.13,DAL,WR,TerranceWilliams267
268,Branden Oliver,232.71,LAC,RB,BrandenOliver268
271,Ryan Mathews,233.12,FA,RB,RyanMathews271
272,Jaron Brown,234.18,ARI,WR,JaronBrown272
273,Tim Hightower,235.03,FA,RB,TimHightower273
274,Braxton Miller,236.00,HOU,WR,BraxtonMiller274
275,Chad Williams,236.03,ARI,WR,ChadWilliams275
276,Michael Floyd,238.59,MIN,WR,MichaelFloyd276
277,Jermaine Gresham,243.38,ARI,TE,JermaineGresham277
278,Javorius Allen,244.86,BAL,RB,JavoriusAllen278
279,Zach Zenner,246.31,DET,RB,ZachZenner279
280,Lance Dunbar,247.14,LAR,RB,LanceDunbar280
281,Jeremy Langford,247.33,NYJ,RB,JeremyLangford281
282,Cordarrelle Patterson,249.26,OAK,WR,CordarrellePatterson282
283,Dion Sims,255.20,CHI,TE,DionSims283
284,Kyle Juszczyk,256.31,SFO,RB,KyleJuszczyk284
285,Jeremy Kerley,258.27,FA,WR,JeremyKerley285
