Rank,Player,Avg Pick,Team,Pos,UID
42,Latavius Murray,46.46,OAK,RB,LataviusMurray42
43,Donte Moncrief,47.25,IND,WR,DonteMoncrief43
44,Doug Baldwin,47.51,SEA,WR,DougBaldwin44
45,Greg Olsen,49.87,CAR,TE,GregOlsen45
46,Andrew Luck,50.38,IND,QB,AndrewLuck46
47,Russell Wilson,50.54,SEA,QB,RussellWilson47
48,DeMarco Murray,52.90,TEN,RB,DeMarcoMurray48
49,Eric Decker,53.55,NYJ,WR,EricDecker49
50,Michael Floyd,55.18,NEP,WR,MichaelFloyd50
51,Larry Fitzgerald,58.77,ARI,WR,LarryFitzgerald51
52,Jordan Matthews,61.22,PHI,WR,JordanMatthews52
53,Jeremy Hill,61.88,CIN,RB,JeremyHill53
54,Travis Kelce,62.81,KCC,TE,TravisKelce54
55,Jeremy Langford,63.10,CHI,RB,JeremyLangford55
56,Drew Brees,63.84,NOS,QB,DrewBrees56
57,Duke Johnson,66.51,CLE,RB,DukeJohnson57
58,Emmanuel Sanders,67.89,DEN,WR,EmmanuelSanders58
59,Giovani Bernard,68.60,CIN,RB,GiovaniBernard59
60,Ryan Mathews,69.43,PHI,RB,RyanMathews60
61,Jonathan Stewart,69.48,CAR,RB,JonathanStewart61
62,Danny Woodhead,70.10,SDC,RB,DannyWoodhead62
63,Ben Roethlisberger,70.46,PIT,QB,BenRoethlisberger63
64,John Brown,70.70,ARI,WR,JohnBrown64
65,Allen Hurns,70.72,JAC,WR,AllenHurns65
66,Tyler Lockett,70.87,SEA,WR,TylerLockett66
67,Matt Jones,71.12,WAS,RB,MattJones67
68,Melvin Gordon,71.82,SDC,RB,MelvinGordon68
69,Delanie Walker,74.04,TEN,TE,DelanieWalker69
70,DeVante Parker,74.61,MIA,WR,DeVanteParker70
71,Dion Lewis,74.68,NEP,RB,DionLewis71
72,Coby Fleener,75.51,NOS,TE,CobyFleener72
73,Marvin Jones,77.78,DET,WR,MarvinJones73
74,Tom Brady,77.79,NEP,QB,TomBrady74
75,Michael Crabtree,79.60,OAK,WR,MichaelCrabtree75
76,DeSean Jackson,81.47,WAS,WR,DeSeanJackson76
77,Frank Gore,82.48,IND,RB,FrankGore77
78,Kevin White,83.52,CHI,WR,KevinWhite78
79,Ameer Abdullah,85.70,DET,RB,AmeerAbdullah79
80,Arian Foster,86.68,FA,RB,ArianFoster80
81,Sterling Shepard,86.86,NYG,WR,SterlingShepard81
82,Carson Palmer,88.67,ARI,QB,CarsonPalmer82
83,Tyler Eifert,89.35,CIN,TE,TylerEifert83
84,Blake Bortles,92.62,JAC,QB,BlakeBortles84
85,DeAngelo Williams,94.27,PIT,RB,DeAngeloWilliams85
86,T.J. Yeldon,95.25,JAC,RB,TJYeldon86
87,Corey Coleman,95.56,CLE,WR,CoreyColeman87
88,Gary Barnidge,95.84,CLE,TE,GaryBarnidge88
89,Zach Ertz,96.43,PHI,TE,ZachErtz89
90,Rashad Jennings,97.84,NYG,RB,RashadJennings90
91,Derrick Henry,98.31,TEN,RB,DerrickHenry91
92,Jay Ajayi,98.91,MIA,RB,JayAjayi92
93,Eli Manning,98.97,NYG,QB,EliManning93
94,Willie Snead,99.59,NOS,WR,WillieSnead94
95,Julius Thomas,99.69,JAC,TE,JuliusThomas95
96,Stefon Diggs,100.17,MIN,WR,StefonDiggs96
97,Charles Sims,100.79,TBB,RB,CharlesSims97
98,Chris Ivory,102.46,JAC,RB,ChrisIvory98
99,Tavon Austin,104.31,RAM,WR,TavonAustin99
100,Philip Rivers,106.36,SDC,QB,PhilipRivers100
102,Torrey Smith,109.05,SFO,WR,TorreySmith102
103,Antonio Gates,110.87,SDC,TE,AntonioGates103
104,Justin Forsett,110.88,DEN,RB,JustinForsett104
105,Theo Riddick,113.02,DET,RB,TheoRiddick105
106,Travis Benjamin,113.64,SDC,WR,TravisBenjamin106
107,Markus Wheaton,116.10,PIT,WR,MarkusWheaton107
109,Laquon Treadwell,117.28,MIN,WR,LaquonTreadwell109
110,Michael Thomas,117.97,NOS,WR,MichaelThomas110
111,Martellus Bennett,119.13,NEP,TE,MartellusBennett111
112,Jameis Winston,119.13,TBB,QB,JameisWinston112
113,Isaiah Crowell,119.64,CLE,RB,IsaiahCrowell113
114,Ladarius Green,120.11,PIT,TE,LadariusGreen114
115,Kirk Cousins,120.39,WAS,QB,KirkCousins115
116,Dwayne Allen,121.28,IND,TE,DwayneAllen116
117,Devin Funchess,121.31,CAR,WR,DevinFunchess117
118,Vincent Jackson,122.33,TBB,WR,VincentJackson118
119,Kamar Aiken,122.66,BAL,WR,KamarAiken119
120,Jimmy Graham,122.99,SEA,TE,JimmyGraham120
121,Tevin Coleman,122.99,ATL,RB,TevinColeman121
122,LeGarrette Blount,123.35,NEP,RB,LeGarretteBlount122
124,Matthew Stafford,124.96,DET,QB,MatthewStafford124
126,Eric Ebron,128.44,DET,TE,EricEbron126
127,Dorial Green-Beckham,130.87,PHI,WR,DorialGreenBeckham127
128,Tyrod Taylor,130.91,BUF,QB,TyrodTaylor128
129,Jason Witten,131.59,DAL,TE,JasonWitten129
130,Bilal Powell,133.70,NYJ,RB,BilalPowell130
131,Marcus Mariota,135.17,TEN,QB,MarcusMariota131
133,Mohamed Sanu,135.86,ATL,WR,MohamedSanu133
134,Sammie Coates,136.10,PIT,WR,SammieCoates134
136,Andy Dalton,136.95,CIN,QB,AndyDalton136
137,Phillip Dorsett,138.01,IND,WR,PhillipDorsett137
138,Steve Smith,138.50,FA,WR,SteveSmith138
139,Matt Ryan,140.27,ATL,QB,MattRyan139
140,C.J. Prosise,142.64,SEA,RB,CJProsise140
141,Christine Michael,142.90,GBP,RB,ChristineMichael141
142,Zach Miller,143.91,CHI,TE,ZachMiller142
143,DeAndre Washington,144.74,OAK,RB,DeAndreWashington143
144,Devontae Booker,144.75,DEN,RB,DevontaeBooker144
148,Kenneth Dixon,147.35,BAL,RB,KennethDixon148
150,Rishard Matthews,149.06,TEN,WR,RishardMatthews150
151,Jerick McKinnon,149.88,MIN,RB,JerickMcKinnon151
152,Spencer Ware,150.56,KCC,RB,SpencerWare152
153,James White,150.65,NEP,RB,JamesWhite153
154,Josh Doctson,150.84,WAS,WR,JoshDoctson154
155,Will Fuller,151.04,HOU,WR,WillFuller155
158,Tyler Boyd,152.07,CIN,WR,TylerBoyd158
159,Darren Sproles,152.14,PHI,RB,DarrenSproles159
160,Chris Hogan,152.87,NEP,WR,ChrisHogan160
161,Tony Romo,153.11,DAL,QB,TonyRomo161
162,Shane Vereen,153.19,NYG,RB,ShaneVereen162
163,Ryan Tannehill,153.59,MIA,QB,RyanTannehill163
164,Jared Cook,155.72,GBP,TE,JaredCook164
165,Dak Prescott,156.43,DAL,QB,DakPrescott165
166,Tajae Sharpe,158.95,TEN,WR,TajaeSharpe166
168,Karlos Williams,159.45,PIT,RB,KarlosWilliams168
169,Mike Wallace,160.35,BAL,WR,MikeWallace169
170,Charles Clay,160.45,BUF,TE,CharlesClay170
172,Austin Seferian-Jenkins,162.59,NYJ,TE,AustinSeferianJenkins172
173,James Starks,164.30,GBP,RB,JamesStarks173
175,Pierre Garcon,164.77,WAS,WR,PierreGarcon175
176,Ryan Fitzpatrick,165.19,NYJ,QB,RyanFitzpatrick176
177,Jordan Howard,165.96,CHI,RB,JordanHoward177
180,Joe Flacco,167.90,BAL,QB,JoeFlacco180
182,Clive Walford,168.10,OAK,TE,CliveWalford182
184,Javorius Allen,169.03,BAL,RB,JavoriusAllen184
185,Breshad Perriman,169.08,BAL,WR,BreshadPerriman185
186,Ty Montgomery,169.36,GBP,WR,TyMontgomery186
187,Alex Smith,169.68,KCC,QB,AlexSmith187
191,Alfred Morris,173.03,DAL,RB,AlfredMorris191
192,Brock Osweiler,173.06,HOU,QB,BrockOsweiler192
194,Jay Cutler,173.95,CHI,QB,JayCutler194
195,Terrance Williams,173.96,DAL,WR,TerranceWilliams195
196,Ted Ginn Jr.,174.93,CAR,WR,TedGinnJr196
200,Terrance West,176.24,BAL,RB,TerranceWest200
202,Jordan Cameron,178.21,MIA,TE,JordanCameron202
203,Bruce Ellington,178.38,SFO,WR,BruceEllington203
204,Kyle Rudolph,178.39,MIN,TE,KyleRudolph204
205,Vance McDonald,178.82,SFO,TE,VanceMcDonald205
207,Paul Perkins,179.29,NYG,RB,PaulPerkins207
209,Eli Rogers,180.02,PIT,WR,EliRogers209
210,Nelson Agholor,180.51,PHI,WR,NelsonAgholor210
212,Kenny Stills,183.29,MIA,WR,KennyStills212
213,Terrelle Pryor,183.32,CLE,WR,TerrellePryor213
215,Will Tye,183.81,NYG,TE,WillTye215
216,Kendall Wright,183.96,TEN,WR,KendallWright216
217,Wendell Smallwood,184.34,PHI,RB,WendellSmallwood217
218,Davante Adams,184.64,GBP,WR,DavanteAdams218
219,Anquan Boldin,187.15,DET,WR,AnquanBoldin219
220,Charcandrick West,187.23,KCC,RB,CharcandrickWest220
221,Chris Johnson,187.36,ARI,RB,ChrisJohnson221
223,Robert Griffin III,187.92,CLE,QB,RobertGriffinIII223
224,Kenyan Drake,188.97,MIA,RB,KenyanDrake224
225,Jesse James,190.11,PIT,TE,JesseJames225
226,Virgil Green,192.13,DEN,TE,VirgilGreen226
227,Chris Thompson,192.55,WAS,RB,ChrisThompson227
229,Victor Cruz,192.95,NYG,WR,VictorCruz229
230,Malcolm Mitchell,193.15,NEP,WR,MalcolmMitchell230
232,Josh Ferguson,193.96,IND,RB,JoshFerguson232
233,Rob Kelley,196.15,WAS,RB,RobKelley233
234,Hunter Henry,196.34,SDC,TE,HunterHenry234
236,Darren McFadden,197.15,DAL,RB,DarrenMcFadden236
238,Alex Collins,197.73,SEA,RB,AlexCollins238
239,Ben Watson,197.87,BAL,TE,BenWatson239
240,Robert Woods,198.20,BUF,WR,RobertWoods240
241,Shaun Draughn,199.02,SFO,RB,ShaunDraughn241
242,Cole Beasley,199.23,DAL,WR,ColeBeasley242
243,Austin Hooper,199.63,ATL,TE,AustinHooper243
244,Carson Wentz,200.73,PHI,QB,CarsonWentz244
245,Jeff Janis,201.22,GBP,WR,JeffJanis245
246,Jared Goff,201.51,RAM,QB,JaredGoff246
247,Richard Rodgers,201.67,GBP,TE,RichardRodgers247
249,Jermaine Kearse,202.93,SEA,WR,JermaineKearse249
250,Rueben Randle,203.14,CHI,WR,RuebenRandle250
251,Sam Bradford,203.36,MIN,QB,SamBradford251
253,C.J. Spiller,204.03,FA,RB,CJSpiller253
255,Keith Marshall,204.12,WAS,RB,KeithMarshall255
256,Zach Zenner,204.40,DET,RB,ZachZenner256
257,Braxton Miller,204.45,HOU,WR,BraxtonMiller257
258,Paxton Lynch,204.83,DEN,QB,PaxtonLynch258
259,Tyler Higbee,205.76,RAM,TE,TylerHigbee259
260,Leonte Carroo,206.02,MIA,WR,LeonteCarroo260
261,Jonathan Williams,207.36,BUF,RB,JonathanWilliams261
262,Danny Amendola,207.93,NEP,WR,DannyAmendola262
263,Stevie Johnson,208.76,SDC,WR,StevieJohnson263
264,Jaelen Strong,208.76,HOU,WR,JaelenStrong264
265,Tim Hightower,208.84,NOS,RB,TimHightower265
266,Jamison Crowder,209.15,WAS,WR,JamisonCrowder266
267,Brandon LaFell,209.46,CIN,WR,BrandonLaFell267
269,Cameron Artis-Payne,212.19,CAR,RB,CameronArtisPayne269
270,Jimmy Garoppolo,212.22,NEP,QB,JimmyGaroppolo270
272,Pharoh Cooper,212.58,RAM,WR,PharohCooper272
274,Blaine Gabbert,214.77,SFO,QB,BlaineGabbert274
275,Tyler Ervin,214.95,HOU,RB,TylerErvin275
276,Tyrell Williams,215.10,SDC,WR,TyrellWilliams276
277,Ronnie Hillman,215.41,SDC,RB,RonnieHillman277
278,Mike Thomas,215.59,RAM,WR,MikeThomas278
280,Trevor Siemian,215.82,DEN,QB,TrevorSiemian280
282,Cameron Brate,217.08,TBB,TE,CameronBrate282
283,DeAndre Smelter,217.49,SFO,WR,DeAndreSmelter283
285,Colin Kaepernick,217.97,SFO,QB,ColinKaepernick285
286,Chris Conley,218.08,KCC,WR,ChrisConley286
287,Kenny Britt,218.80,RAM,WR,KennyBritt287
288,Mark Sanchez,219.55,DAL,QB,MarkSanchez288
289,Alfred Blue,220.05,HOU,RB,AlfredBlue289
291,Maxx Williams,222.26,BAL,TE,MaxxWilliams291
294,Reggie Bush,222.57,BUF,RB,ReggieBush294
295,Rashard Higgins,222.59,CLE,WR,RashardHiggins295
296,Kenjon Barner,222.78,PHI,RB,KenjonBarner296
298,J.J. Nelson,223.74,ARI,WR,JJNelson298
300,Andre Ellington,225.37,ARI,RB,AndreEllington300
301,Mike Gillislee,227.02,BUF,RB,MikeGillislee301
302,Jace Amaro,227.07,TEN,TE,JaceAmaro302
303,Kenny Bell,228.03,FA,WR,KennyBell303
304,Jeff Heuerman,228.71,DEN,TE,JeffHeuerman304
305,Justin Hardy,229.01,ATL,WR,JustinHardy305
306,Benny Cunningham,229.24,RAM,RB,BennyCunningham306
307,Charles Johnson,229.62,MIN,WR,CharlesJohnson307
311,Seth Roberts,231.36,OAK,WR,SethRoberts311
312,Jared Abbrederis,232.53,DET,WR,JaredAbbrederis312
313,Larry Donnell,234.37,NYG,TE,LarryDonnell313
314,Darrius Heyward-Bey,235.55,PIT,WR,DarriusHeywardBey314
315,Lance Kendricks,236.09,RAM,TE,LanceKendricks315
316,Robert Turbin,236.97,IND,RB,RobertTurbin316
317,Crockett Gillmore,239.19,BAL,TE,CrockettGillmore317
318,Ka'Deem Carey,240.68,CHI,RB,KaDeemCarey318
