Rank,Player,Avg Pick,Team,Pos,UID
153,Jonnu Smith,140.35,TEN,TE,JonnuSmith153
154,Derek Carr,140.74,LVR,QB,DerekCarr154
156,Anthony Miller,141.47,CHI,WR,AnthonyMiller156
157,Preston Williams,142.08,MIA,WR,PrestonWilliams157
159,Mike Williams,143.12,LAC,WR,MikeWilliams159
160,Justin Herbert,143.24,LAC,QB,JustinHerbert160
161,N'Keal Harry,143.28,NEP,WR,NKealHarry161
162,Duke Johnson,143.84,HOU,RB,DukeJohnson162
165,Jack Doyle,149.37,IND,TE,JackDoyle165
167,AJ Dillon,151.33,GBP,RB,AJDillon167
168,Sammy Watkins,151.64,KCC,WR,SammyWatkins168
169,Boston Scott,151.80,PHI,RB,BostonScott169
171,Darrell Henderson,152.93,LAR,RB,DarrellHenderson171
172,Dwayne Haskins,153.36,PIT,QB,DwayneHaskins172
173,Michael Pittman,153.37,IND,WR,MichaelPittman173
174,Breshad Perriman,153.50,NYJ,WR,BreshadPerriman174
175,Tony Pollard,154.07,DAL,RB,TonyPollard175
176,Brandon Aiyuk,155.31,SFO,WR,BrandonAiyuk176
177,Chris Thompson,155.76,JAC,RB,ChrisThompson177
179,Adrian Peterson,158.41,DET,RB,AdrianPeterson179
180,Chase Edmonds,158.82,ARI,RB,ChaseEdmonds180
181,Curtis Samuel,159.16,CAR,WR,CurtisSamuel181
183,Robby Anderson,161.02,CAR,WR,RobbyAnderson183
184,Chris Herndon,161.91,NYJ,TE,ChrisHerndon184
185,Tee Higgins,162.02,CIN,WR,TeeHiggins185
186,Ian Thomas,162.22,CAR,TE,IanThomas186
189,Irv Smith Jr.,163.28,MIN,TE,IrvSmithJr189
190,Greg Olsen,163.44,FA,TE,GregOlsen190
192,Justin Jackson,165.14,LAC,RB,JustinJackson192
193,DeSean Jackson,165.70,PHI,WR,DeSeanJackson193
194,Allen Lazard,165.87,GBP,WR,AllenLazard194
195,Denzel Mims,166.31,NYJ,WR,DenzelMims195
196,Nyheim Hines,166.45,IND,RB,NyheimHines196
200,Damien Harris,167.90,NEP,RB,DamienHarris200
201,Eric Ebron,168.76,PIT,TE,EricEbron201
203,Parris Campbell,171.01,IND,WR,ParrisCampbell203
204,Jordan Love,172.57,GBP,QB,JordanLove204
207,Laviska Shenault,173.59,JAC,WR,LaviskaShenault207
210,Bryan Edwards,174.98,LVR,WR,BryanEdwards210
211,Tyrod Taylor,176.20,LAC,QB,TyrodTaylor211
212,Bryce Love,176.26,WAS,RB,BryceLove212
215,Hunter Renfrow,179.07,LVR,WR,HunterRenfrow215
217,Jace Sternberger,179.36,GBP,TE,JaceSternberger217
222,Joshua Kelley,180.83,LAC,RB,JoshuaKelley222
224,Jarrett Stidham,181.80,NEP,QB,JarrettStidham224
225,Nick Foles,182.68,CHI,QB,NickFoles225
226,Larry Fitzgerald,183.57,ARI,WR,LarryFitzgerald226
227,Anthony McFarland,184.01,PIT,RB,AnthonyMcFarland227
228,Darrynton Evans,184.77,TEN,RB,DarryntonEvans228
229,Darrel Williams,185.85,KCC,RB,DarrelWilliams229
233,Ryan Fitzpatrick,188.91,MIA,QB,RyanFitzpatrick233
234,Kyle Rudolph,188.92,MIN,TE,KyleRudolph234
235,Alshon Jeffery,189.48,PHI,WR,AlshonJeffery235
236,James Robinson,189.51,JAC,RB,JamesRobinson236
237,Corey Davis,189.72,TEN,WR,CoreyDavis237
238,Dede Westbrook,190.37,JAC,WR,DedeWestbrook238
239,James Washington,190.41,PIT,WR,JamesWashington239
240,Mitchell Trubisky,191.24,CHI,QB,MitchellTrubisky240
241,Chase Claypool,191.41,PIT,WR,ChaseClaypool241
242,Cole Kmet,192.17,CHI,TE,ColeKmet242
243,Jameis Winston,192.30,NOS,QB,JameisWinston243
246,Jalen Hurts,194.79,PHI,QB,JalenHurts246
247,Will Dissly,195.33,SEA,TE,WillDissly247
248,Dawson Knox,195.41,BUF,TE,DawsonKnox248
250,Carlos Hyde,196.78,SEA,RB,CarlosHyde250
251,Jaylen Samuels,197.10,PIT,RB,JaylenSamuels251
252,LeSean McCoy,197.82,TBB,RB,LeSeanMcCoy252
253,Jamaal Williams,197.83,GBP,RB,JamaalWilliams253
254,Antonio Brown,197.92,TBB,WR,AntonioBrown254
255,Rashaad Penny,198.62,SEA,RB,RashaadPenny255
257,Adam Trautman,201.76,NOS,TE,AdamTrautman257
258,Gerald Everett,203.24,LAR,TE,GeraldEverett258
259,Malcolm Brown,203.73,LAR,RB,MalcolmBrown259
260,Cole Beasley,204.20,BUF,WR,ColeBeasley260
262,Randall Cobb,206.53,HOU,WR,RandallCobb262
263,KJ Hamler,206.89,DEN,WR,KJHamler263
266,Devonta Freeman,207.72,FA,RB,DevontaFreeman266
267,Lynn Bowden,208.15,MIA,RB,LynnBowden267
269,Josh Reynolds,208.34,LAR,WR,JoshReynolds269
271,Benny Snell,211.04,PIT,RB,BennySnell271
272,C.J. Uzomah,211.13,CIN,TE,CJUzomah272
273,David Njoku,211.18,CLE,TE,DavidNjoku273
275,Van Jefferson,212.22,LAR,WR,VanJefferson275
277,Devin Asiasi,214.41,NEP,TE,DevinAsiasi277
278,John Ross,214.48,CIN,WR,JohnRoss278
279,Jerick McKinnon,214.76,SFO,RB,JerickMcKinnon279
280,Jacob Eason,217.35,IND,QB,JacobEason280
281,J.D. McKissic,217.76,WAS,RB,JDMcKissic281
282,Steven Sims,217.81,WAS,WR,StevenSims282
284,Devin Duvernay,218.58,BAL,WR,DevinDuvernay284
285,Tyler Eifert,219.61,JAC,TE,TylerEifert285
286,Devine Ozigbo,220.41,JAC,RB,DevineOzigbo286
287,Antonio Gandy-Golden,220.74,WAS,WR,AntonioGandyGolden287
289,Eno Benjamin,221.26,ARI,RB,EnoBenjamin289
290,DeeJay Dallas,225.33,SEA,RB,DeeJayDallas290
291,Tyler Johnson,227.15,TBB,WR,TylerJohnson291
292,Giovani Bernard,227.63,CIN,RB,GiovaniBernard292
294,Taysom Hill,230.06,NOS,QB,TaysomHill294
295,Chris Conley,230.18,JAC,WR,ChrisConley295
296,DeAndre Washington,231.93,MIA,RB,DeAndreWashington296
297,Kenny Stills,232.72,BUF,WR,KennyStills297
298,Justice Hill,235.13,BAL,RB,JusticeHill298
299,Marcus Mariota,235.51,LVR,QB,MarcusMariota299
300,Miles Boykin,237.68,BAL,WR,MilesBoykin300
301,Tyrell Williams,238.14,LVR,WR,TyrellWilliams301
302,Jalen Hurd,238.20,SFO,WR,JalenHurd302
303,Russell Gage,238.66,ATL,WR,RussellGage303
304,Brian Hill,238.92,ATL,RB,BrianHill304
305,JJ Arcega-Whiteside,241.72,PHI,WR,JJArcegaWhiteside305
306,Albert Okwuegbunam,242.15,DEN,TE,AlbertOkwuegbunam306
307,Rex Burkhead,242.96,NEP,RB,RexBurkhead307
308,Royce Freeman,244.69,DEN,RB,RoyceFreeman308
309,Jimmy Graham,244.73,CHI,TE,JimmyGraham309
310,Devin Funchess,246.31,GBP,WR,DevinFunchess310
311,Marquez Valdes-Scantling,246.62,GBP,WR,MarquezValdesScantling311
312,Mohamed Sanu,247.15,DET,WR,MohamedSanu312
313,Darwin Thompson,247.64,KCC,RB,DarwinThompson313
314,Frank Gore,249.42,NYJ,RB,FrankGore314
315,Andy Isabella,249.59,ARI,WR,AndyIsabella315
316,Darren Fells,249.83,HOU,TE,DarrenFells316
317,Ito Smith,250.84,ATL,RB,ItoSmith317
318,Quintez Cephus,250.87,DET,WR,QuintezCephus318
319,Andy Dalton,252.32,DAL,QB,AndyDalton319
320,Donovan Peoples-Jones,255.89,CLE,WR,DonovanPeoplesJones320
321,Jalen Richard,257.35,LVR,RB,JalenRichard321
322,Danny Amendola,259.02,DET,WR,DannyAmendola322
323,Jason Witten,260.18,FA,TE,JasonWitten323
324,Tre'Quan Smith,261.49,NOS,WR,TreQuanSmith324
325,Thaddeus Moss,261.87,WAS,TE,ThaddeusMoss325
326,Gus Edwards,263.11,BAL,RB,GusEdwards326
327,Dan Arnold,263.14,ARI,TE,DanArnold327
328,Kendrick Bourne,265.23,SFO,WR,KendrickBourne328
329,Cordarrelle Patterson,265.60,CHI,WR,CordarrellePatterson329
330,Jake Fromm,265.93,BUF,QB,JakeFromm330
331,Josh Oliver,268.57,JAC,TE,JoshOliver331
332,Harrison Bryant,269.13,CLE,TE,HarrisonBryant332
333,Scott Miller,270.09,TBB,WR,ScottMiller333
334,Dalton Keene,272.68,NEP,TE,DaltonKeene334
335,Dion Lewis,272.88,NYG,RB,DionLewis335
336,Jacoby Brissett,272.90,IND,QB,JacobyBrissett336
337,Gabriel Davis,274.36,BUF,WR,GabrielDavis337
338,Reggie Bonnafon,274.93,CAR,RB,ReggieBonnafon338
339,Kaden Smith,275.56,NYG,TE,KadenSmith339
340,Dare Ogunbowale,275.58,JAC,RB,DareOgunbowale340
341,Lamar Miller,276.44,WAS,RB,LamarMiller341
342,Auden Tate,276.80,CIN,WR,AudenTate342
343,Brycen Hopkins,278.63,LAR,TE,BrycenHopkins343
344,Cameron Brate,278.82,TBB,TE,CameronBrate344
345,Peyton Barber,279.83,WAS,RB,PeytonBarber345
346,Kyle Allen,279.89,WAS,QB,KyleAllen346
347,K.J. Hill,281.56,LAC,WR,KJHill347
348,Demarcus Robinson,282.22,KCC,WR,DemarcusRobinson348
349,Willie Snead,282.87,BAL,WR,WillieSnead349
350,Olabisi Johnson,283.18,MIN,WR,OlabisiJohnson350
351,Hakeem Butler,284.19,PHI,WR,HakeemButler351
352,Logan Thomas,284.43,WAS,TE,LoganThomas352
353,Vance McDonald,286.04,FA,TE,VanceMcDonald353
354,Foster Moreau,286.12,LVR,TE,FosterMoreau354
355,Kahale Warring,286.86,HOU,TE,KahaleWarring355
356,Zach Pascal,287.14,IND,WR,ZachPascal356
357,Hunter Bryant,289.36,DET,TE,HunterBryant357
358,Adam Humphries,289.53,TEN,WR,AdamHumphries358
359,Mike Boone,290.08,MIN,RB,MikeBoone359
360,Justin Watson,290.28,TBB,WR,JustinWatson360
361,P.J. Walker,292.57,CAR,QB,PJWalker361
362,Joe Reed,292.57,LAC,WR,JoeReed362
363,Greg Ward,293.84,PHI,WR,GregWard363
364,JaMycal Hasty,294.27,SFO,RB,JaMycalHasty364
365,Nick Boyle,297.84,BAL,TE,NickBoyle365
366,John Hightower,297.89,PHI,WR,JohnHightower366
367,Michael Warren,299.04,WAS,RB,MichaelWarren367
368,Isaiah Coulter,300.02,HOU,WR,IsaiahCoulter368
369,Josh Rosen,300.53,SFO,QB,JoshRosen369
370,T.J. Yeldon,300.63,BUF,RB,TJYeldon370
371,Trey Burton,301.90,IND,TE,TreyBurton371
372,Nelson Agholor,303.15,LVR,WR,NelsonAgholor372
373,Jordan Akins,303.39,HOU,TE,JordanAkins373
374,James Proche,303.60,BAL,WR,JamesProche374
375,Trayveon Williams,303.66,CIN,RB,TrayveonWilliams375
376,Ryan Griffin,303.86,NYJ,TE,RyanGriffin376
377,Jacob Hollister,305.01,SEA,TE,JacobHollister377
378,Albert Wilson,305.32,MIA,WR,AlbertWilson378
379,Dante Pettis,306.28,NYG,WR,DantePettis379
380,Drew Sample,307.51,CIN,TE,DrewSample380
381,Collin Johnson,309.00,JAC,WR,CollinJohnson381
382,Keke Coutee,309.16,HOU,WR,KekeCoutee382
383,Trent Taylor,309.35,SFO,WR,TrentTaylor383
384,Bo Scarbrough,309.97,SEA,RB,BoScarbrough384
385,Wayne Gallman,310.96,NYG,RB,WayneGallman385
386,Isaiah Hodgins,310.96,BUF,WR,IsaiahHodgins386
387,Jakobi Meyers,311.95,NEP,WR,JakobiMeyers387
388,Colby Parkinson,312.41,SEA,TE,ColbyParkinson388
389,Josiah Deguara,312.89,GBP,TE,JosiahDeguara389
390,Jeremy Sprinkle,313.24,WAS,TE,JeremySprinkle390
391,Phillip Dorsett,313.37,SEA,WR,PhillipDorsett391
392,Robert Griffin III,314.73,BAL,QB,RobertGriffinIII392
393,Equanimeous St. Brown,314.81,GBP,WR,EquanimeousStBrown393
394,Jeffery Wilson,316.71,SFO,RB,JefferyWilson394
395,Travis Homer,316.75,SEA,RB,TravisHomer395
396,Brian Hoyer,316.91,NEP,QB,BrianHoyer396
397,Darnell Mooney,317.49,CHI,WR,DarnellMooney397
398,Qadree Ollison,319.44,ATL,RB,QadreeOllison398
399,Nick Mullens,320.05,SFO,QB,NickMullens399
400,Raymond Calais,321.63,LAR,RB,RaymondCalais400
401,Quez Watkins,324.68,PHI,WR,QuezWatkins401
402,Rodney Anderson,324.83,FA,RB,RodneyAnderson402
403,Mason Rudolph,326.44,PIT,QB,MasonRudolph403
404,J.J. Taylor,327.27,NEP,RB,JJTaylor404
405,Salvon Ahmed,330.44,MIA,RB,SalvonAhmed405
406,Case Keenum,334.32,CLE,QB,CaseKeenum406
